"data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year"
"2024-01-28,202405,35.0,24,63,21,0.9999904,1360.8087,0,4,521305320240519768,2024-02-15,0.0,4.2546372,2572.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,47"
"2024-01-21,202404,19.0,16,28,16,0.9999127,738.72473,0,1,521305320240419768,2024-02-15,0.0,6.677006,2572.0,22.8571428571429,83.437763,0,1,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,47"
"2024-01-14,202403,3.0,2,7,2,0.8243167,116.64075,0,1,521305320240319768,2024-02-15,0.0,2.331315,2572.0,22.625,75.302707875,0,0,0,72.773421875,70.24414175,23.1875,23.75,,,,,,47"
"2024-01-07,202402,2.0,2,2,2,0.8178776,77.7605,0,1,521305320240219768,2024-02-15,0.0,2.6706016,2572.0,21.7142857142857,87.0944164285714,1,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,47"
"2023-12-31,202401,1.0,1,1,1,0.8145292,38.88025,0,1,521305320240119768,2024-02-15,0.0,3.3788157,2572.0,21.375,91.4545975,1,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,47"
"2024-02-04,202406,406.5,121,2204,88,1.0,1184.6477,0,4,521560320240619768,2024-02-15,0.0,2.6311777,34314.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,700"
"2024-01-28,202405,253.0,208,533,203,1.0,737.3084,0,4,521560320240519768,2024-02-15,0.0,2.1191595,34314.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,700"
"2024-01-21,202404,83.0,77,117,77,0.054392282,241.88377,0,4,521560320240419768,2024-02-15,0.0,0.7911593,34314.0,22.8571428571429,83.437763,0,0,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,700"
"2024-01-14,202403,129.0,128,141,128,0.9999791,375.93985,0,4,521560320240319768,2024-02-15,0.0,1.803811,34314.0,22.625,75.302707875,0,1,2,72.773421875,70.24414175,23.1875,23.75,,,,,,700"
"2024-01-07,202402,123.0,123,131,123,1.0,358.45428,0,4,521560320240219768,2024-02-15,0.0,4.0365043,34314.0,21.7142857142857,87.0944164285714,1,1,2,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,700"
"2023-12-31,202401,81.0,81,81,81,1.0,236.05525,0,1,521560320240119768,2024-02-15,0.0,11.262433,34314.0,21.375,91.4545975,1,1,2,90.47780375,89.50101125,21.4375,21.5,,,,,,700"
"2024-02-04,202406,0.0,0,0,0,0.0,0.0,0,1,522230220240619768,2024-02-15,0.0,0.0,5646.0,22.3,82.4472402,0,0,0,81.7351194,81.0229992,22.3,22.3,,,,,,29"
"2024-01-28,202405,11.0,11,11,11,0.9162307,194.8282,0,1,522230220240519768,2024-02-15,0.0,1.9722947,5646.0,22.4285714285714,80.6155614285714,0,0,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,29"
"2024-01-21,202404,10.0,10,10,10,0.9786301,177.11655,0,1,522230220240419768,2024-02-15,0.0,3.2221045,5646.0,22.8571428571429,83.437763,0,1,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,29"
"2024-01-14,202403,4.0,4,4,4,0.91846156,70.84662,0,1,522230220240319768,2024-02-15,0.0,3.3788157,5646.0,22.625,75.302707875,0,0,0,72.773421875,70.24414175,23.1875,23.75,,,,,,29"
"2024-01-07,202402,4.0,4,4,4,0.9926397,70.84662,0,1,522230220240219768,2024-02-15,0.0,18.521618,5646.0,21.7142857142857,87.0944164285714,1,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,29"
"2023-12-31,202401,0.0,0,0,0,0.5,0.0,0,1,522230220240119768,2024-02-15,0.0,0.0,5646.0,21.375,91.4545975,0,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,29"
"2024-02-04,202406,66.0,22,178,10,1.0,185.3464,0,3,521460620240619768,2024-02-15,0.0,3.903088,35609.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,51"
"2024-01-28,202405,33.0,25,50,24,0.99999344,92.6732,0,3,521460620240519768,2024-02-15,0.0,4.767386,35609.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,51"
"2024-01-21,202404,10.0,9,14,9,0.98172987,28.082788,0,1,521460620240419768,2024-02-15,0.0,3.3937533,35609.0,22.8571428571429,83.437763,0,1,1,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,51"
"2024-01-14,202403,5.0,5,7,5,0.96897393,14.041394,0,1,521460620240319768,2024-02-15,0.0,5.0207434,35609.0,22.625,75.302707875,0,1,1,72.773421875,70.24414175,23.1875,23.75,,,,,,51"
"2024-01-07,202402,3.0,3,4,3,0.9872034,8.424836,0,1,521460620240219768,2024-02-15,0.0,18.506327,35609.0,21.7142857142857,87.0944164285714,1,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,51"
"2023-12-31,202401,0.0,0,0,0,0.0,0.0,0,1,521460620240119768,2024-02-15,0.0,0.0,35609.0,21.375,91.4545975,0,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,51"
"2024-02-04,202406,61.5,11,321,4,0.6313959,331.96588,0,2,310450220240619768,2024-02-15,0.0,1.063144,18526.0,22.7058823529412,89.0250636470588,1,0,2,85.3990316176471,82.0598082352941,23.1078432352941,23.5588235294118,,,,,,261"
"2024-01-28,202405,69.0,49,168,47,0.82664496,372.44952,0,4,310450220240519768,2024-02-15,0.0,1.1811227,18526.0,23.1176470588235,89.5658473529412,1,0,2,86.2834904411765,83.2845014705882,23.5343138235294,24.0,,,,,,261"
"2024-01-21,202404,44.0,37,70,37,0.15547894,237.50404,0,4,310450220240419768,2024-02-15,0.0,0.8151508,18526.0,23.2058823529412,91.2111425,1,0,2,88.6909636764706,86.1707860588235,23.6176470588235,24.0294117647059,,,,,,261"
"2024-01-14,202403,71.0,68,83,68,0.9984777,383.24518,0,4,310450220240319768,2024-02-15,0.0,1.7708697,18526.0,24.9411764705882,68.5945549705882,0,1,2,65.1855907352941,61.7766255882353,25.6617647058824,26.3823529411765,,,,,,261"
"2024-01-07,202402,53.0,52,62,52,0.99989843,286.0844,0,4,310450220240219768,2024-02-15,0.0,2.453629,18526.0,25.09375,71.45163371875,0,1,2,69.13036834375,66.80910521875,25.328125,25.5625,,,,,,261"
"2023-12-31,202401,53.0,53,59,53,0.99999917,286.0844,0,1,310450220240119768,2024-02-15,0.0,3.5507164,18526.0,22.3125,96.16388703125,1,1,2,95.325829125,94.4877703125,22.46875,22.625,,,,,,261"
"2024-02-04,202406,0.0,0,0,0,0.0,0.0,0,1,520790720240619768,2024-02-15,0.0,0.0,11627.0,22.3,82.4472402,0,0,0,81.7351194,81.0229992,22.3,22.3,,,,,,5"
"2024-01-28,202405,0.0,0,0,0,0.0,0.0,0,1,520790720240519768,2024-02-15,0.0,0.0,11627.0,22.4285714285714,80.6155614285714,0,0,0,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,5"
"2024-01-21,202404,1.0,1,1,1,0.44170484,8.600671,0,1,520790720240419768,2024-02-15,0.0,0.84828764,11627.0,22.8571428571429,83.437763,0,0,0,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,5"
"2024-01-14,202403,3.0,3,3,3,0.96201503,25.802013,0,1,520790720240319768,2024-02-15,0.0,7.426779,11627.0,22.625,75.302707875,0,0,0,72.773421875,70.24414175,23.1875,23.75,,,,,,5"
"2024-01-07,202402,1.0,1,1,1,0.9632679,8.600671,0,1,520790720240219768,2024-02-15,0.0,18.521618,11627.0,21.7142857142857,87.0944164285714,1,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,5"
"2023-12-31,202401,0.0,0,0,0,0.0,0.0,0,1,520790720240119768,2024-02-15,0.0,0.0,11627.0,21.375,91.4545975,0,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,5"
"2024-02-04,202406,160.0,53,607,23,0.9998983,634.3417,0,4,310930320240619768,2024-02-15,0.0,1.5933647,25223.0,22.3,82.4472402,1,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,391"
"2024-01-28,202405,154.0,113,314,103,0.9999999,610.55383,0,4,310930320240519768,2024-02-15,0.0,2.0041077,25223.0,22.4285714285714,80.6155614285714,1,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,391"
"2024-01-21,202404,81.0,71,125,69,0.9191871,321.13547,0,4,310930320240419768,2024-02-15,0.0,1.2616433,25223.0,22.8571428571429,83.437763,1,0,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,391"
"2024-01-14,202403,77.0,75,83,75,0.9708712,305.27692,0,4,310930320240319768,2024-02-15,0.0,1.3915724,25223.0,22.625,75.302707875,1,1,2,72.773421875,70.24414175,23.1875,23.75,,,,,,391"
"2024-01-07,202402,61.0,60,64,60,0.7964314,241.84276,0,4,310930320240219768,2024-02-15,0.0,1.1682087,25223.0,21.7142857142857,87.0944164285714,1,0,2,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,391"
"2023-12-31,202401,61.0,61,64,61,0.528502,241.84276,0,4,310930320240119768,2024-02-15,0.0,1.013029,25223.0,21.375,91.4545975,1,0,2,90.47780375,89.50101125,21.4375,21.5,,,,,,391"
"2024-02-04,202406,8.0,0,58,0,0.59582627,123.3616,0,2,310945120240619768,2024-02-15,0.0,1.1292932,6485.0,22.3,82.4472402,1,0,1,81.7351194,81.0229992,22.3,22.3,,,,,,39"
"2024-01-28,202405,8.0,4,33,4,0.48722503,123.3616,0,2,310945120240519768,2024-02-15,0.0,0.9845776,6485.0,22.4285714285714,80.6155614285714,1,0,1,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,39"
"2024-01-21,202404,5.0,4,13,4,0.11641494,77.101006,0,2,310945120240419768,2024-02-15,0.0,0.5347405,6485.0,22.8571428571429,83.437763,1,0,1,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,39"
"2024-01-14,202403,9.0,9,13,9,0.5355365,138.7818,0,2,310945120240319768,2024-02-15,0.0,1.0423607,6485.0,22.625,75.302707875,1,0,1,72.773421875,70.24414175,23.1875,23.75,,,,,,39"
"2024-01-07,202402,9.0,9,11,9,0.8576683,138.7818,0,2,310945120240219768,2024-02-15,0.0,1.7560909,6485.0,21.7142857142857,87.0944164285714,1,0,1,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,39"
"2023-12-31,202401,13.0,13,14,13,0.99893725,200.4626,0,1,310945120240119768,2024-02-15,0.0,6.2111025,6485.0,21.375,91.4545975,1,1,2,90.47780375,89.50101125,21.4375,21.5,,,,,,39"
"2024-02-04,202406,736.0,188,5076,110,1.0,847.2723,0,4,317040420240619768,2024-02-15,0.0,2.2491078,86867.0,22.7058823529412,89.0250636470588,1,1,2,85.3990316176471,82.0598082352941,23.1078432352941,23.5588235294118,,,,,,1042"
"2024-01-28,202405,501.0,351,1305,322,1.0,576.7438,0,4,317040420240519768,2024-02-15,0.0,2.4472208,86867.0,23.1176470588235,89.5658473529412,1,1,2,86.2834904411765,83.2845014705882,23.5343138235294,24.0,,,,,,1042"
"2024-01-21,202404,288.0,243,468,233,1.0,331.54132,0,4,317040420240419768,2024-02-15,0.0,2.1277287,86867.0,23.2058823529412,91.2111425,1,1,2,88.6909636764706,86.1707860588235,23.6176470588235,24.0294117647059,,,,,,1042"
"2024-01-14,202403,184.0,167,246,163,1.0,211.81807,0,3,317040420240319768,2024-02-15,0.0,2.0083387,86867.0,24.9411764705882,68.5945549705882,0,1,2,65.1855907352941,61.7766255882353,25.6617647058824,26.3823529411765,,,,,,1042"
"2024-01-07,202402,118.0,110,147,109,0.9999983,135.83984,0,1,317040420240219768,2024-02-15,0.0,2.0596547,86867.0,25.09375,71.45163371875,0,1,1,69.13036834375,66.80910521875,25.328125,25.5625,,,,,,1042"
"2023-12-31,202401,109.0,105,122,105,0.99999976,125.47918,0,1,317040420240119768,2024-02-15,0.0,2.318296,86867.0,22.3125,96.16388703125,1,1,1,95.325829125,94.4877703125,22.46875,22.625,,,,,,1042"
"2024-02-04,202406,291.0,164,770,130,1.0,258.57013,0,4,520800420240619768,2024-02-15,0.0,2.0667617,112542.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,591"
"2024-01-28,202405,200.0,181,265,177,1.0,177.71143,0,4,520800420240519768,2024-02-15,0.0,2.247707,112542.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,591"
"2024-01-21,202404,136.0,133,143,133,1.0,120.84377,0,3,520800420240419768,2024-02-15,0.0,2.5831797,112542.0,22.8571428571429,83.437763,0,1,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,591"
"2024-01-14,202403,82.0,81,86,81,0.99999934,72.86169,0,1,520800420240319768,2024-02-15,0.0,2.6035836,112542.0,22.625,75.302707875,0,1,1,72.773421875,70.24414175,23.1875,23.75,,,,,,591"
"2024-01-07,202402,46.0,45,48,45,0.9950858,40.87363,0,1,520800420240219768,2024-02-15,0.0,1.8693628,112542.0,21.7142857142857,87.0944164285714,1,1,1,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,591"
"2023-12-31,202401,25.0,25,27,25,0.4469647,22.213928,0,1,520800420240119768,2024-02-15,0.0,0.9636186,112542.0,21.375,91.4545975,1,0,1,90.47780375,89.50101125,21.4375,21.5,,,,,,591"
"2024-02-04,202406,144.0,17,1316,10,0.9999112,132.29701,0,3,521760920240619768,2024-02-15,0.0,1.6481677,108846.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,280"
"2024-01-28,202405,161.0,113,636,111,1.0,147.9154,0,4,521760920240519768,2024-02-15,0.0,2.8551748,108846.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,280"
"2024-01-21,202404,62.0,53,136,53,0.9958097,56.961212,0,4,521760920240419768,2024-02-15,0.0,1.7151315,108846.0,22.8571428571429,83.437763,0,1,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,280"
"2024-01-14,202403,57.0,55,71,55,0.9999883,52.367565,0,1,521760920240319768,2024-02-15,0.0,2.7585607,108846.0,22.625,75.302707875,0,1,2,72.773421875,70.24414175,23.1875,23.75,,,,,,280"
"2024-01-07,202402,38.0,38,43,38,0.99996567,34.91171,0,1,521760920240219768,2024-02-15,0.0,3.4163349,108846.0,21.7142857142857,87.0944164285714,1,1,1,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,280"
"2023-12-31,202401,13.0,13,16,13,0.8940931,11.94348,0,1,521760920240119768,2024-02-15,0.0,1.733709,108846.0,21.375,91.4545975,1,0,1,90.47780375,89.50101125,21.4375,21.5,,,,,,280"
"2024-02-04,202406,3.0,3,3,3,0.022005994,26.607538,0,1,522000920240619768,2024-02-15,0.0,0.30760568,11275.0,22.3,82.4472402,0,0,0,81.7351194,81.0229992,22.3,22.3,,,,,,45"
"2024-01-28,202405,20.0,20,20,20,0.99505395,177.38359,0,1,522000920240519768,2024-02-15,0.0,2.827709,11275.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,45"
"2024-01-21,202404,6.0,6,6,6,0.65125835,53.215076,0,1,522000920240419768,2024-02-15,0.0,1.2567092,11275.0,22.8571428571429,83.437763,0,0,1,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,45"
"2024-01-14,202403,9.0,9,9,9,0.9575871,79.82262,0,1,522000920240319768,2024-02-15,0.0,2.7342813,11275.0,22.625,75.302707875,0,1,1,72.773421875,70.24414175,23.1875,23.75,,,,,,45"
"2024-01-07,202402,3.0,3,3,3,0.70161617,26.607538,0,1,522000920240219768,2024-02-15,0.0,1.5562261,11275.0,21.7142857142857,87.0944164285714,1,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,45"
"2023-12-31,202401,4.0,4,4,4,0.963801,35.47672,0,1,522000920240119768,2024-02-15,0.0,5.715059,11275.0,21.375,91.4545975,1,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,45"
"2024-02-04,202406,0.0,0,0,0,0.0,0.0,0,1,522220320240619768,2024-02-15,0.0,0.0,3686.0,22.3,82.4472402,0,0,0,81.7351194,81.0229992,22.3,22.3,,,,,,7"
"2024-01-28,202405,6.0,6,6,6,0.99695635,162.77808,0,1,522220320240519768,2024-02-15,0.0,15.875671,3686.0,22.4285714285714,80.6155614285714,0,1,1,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,7"
"2024-01-21,202404,0.0,0,0,0,0.0,0.0,0,1,522220320240419768,2024-02-15,0.0,0.0,3686.0,22.8571428571429,83.437763,0,0,0,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,7"
"2024-01-14,202403,0.0,0,0,0,0.0,0.0,0,1,522220320240319768,2024-02-15,0.0,0.0,3686.0,22.625,75.302707875,0,0,0,72.773421875,70.24414175,23.1875,23.75,,,,,,7"
"2024-01-07,202402,0.0,0,0,0,0.0,0.0,0,1,522220320240219768,2024-02-15,0.0,0.0,3686.0,21.7142857142857,87.0944164285714,0,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,7"
"2023-12-31,202401,1.0,1,1,1,0.9632679,27.12968,0,1,522220320240119768,2024-02-15,0.0,18.521618,3686.0,21.375,91.4545975,1,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,7"
"2024-02-04,202406,933.0,67,9017,2,1.0,446.64227,0,1,520025820240619768,2024-02-15,0.0,1.6073815,208892.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,1648"
"2024-01-28,202405,630.0,59,5564,10,0.99819845,301.59125,0,1,520025820240519768,2024-02-15,0.0,1.1866354,208892.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,1648"
"2024-01-21,202404,615.0,262,3046,238,0.8854542,294.41052,0,4,520025820240419768,2024-02-15,0.0,1.0722597,208892.0,22.8571428571429,83.437763,0,0,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,1648"
"2024-01-14,202403,397.0,205,1691,196,4.1512502e-07,190.05035,0,4,520025820240319768,2024-02-15,0.0,0.7243056,208892.0,22.625,75.302707875,0,0,2,72.773421875,70.24414175,23.1875,23.75,,,,,,1648"
"2024-01-07,202402,607.0,496,1357,494,1.0,290.58078,0,4,520025820240219768,2024-02-15,0.0,1.7589179,208892.0,21.7142857142857,87.0944164285714,0,1,2,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,1648"
"2023-12-31,202401,769.0,709,1257,708,1.0,368.1328,0,4,520025820240119768,2024-02-15,0.0,5.6403565,208892.0,21.375,91.4545975,1,1,2,90.47780375,89.50101125,21.4375,21.5,,,,,,1648"
"2024-02-04,202406,1681.0,101,,0,1.0,1987.444,0,3,520549720240619768,2024-02-15,0.0,3.4767015,84581.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,458"
"2024-01-28,202405,793.5,78,,29,1.0,938.15393,0,4,520549720240519768,2024-02-15,0.0,3.2144566,84581.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,458"
"2024-01-21,202404,357.5,133,,115,1.0,422.67175,0,4,520549720240419768,2024-02-15,0.0,2.7419417,84581.0,22.8571428571429,83.437763,0,1,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,458"
"2024-01-14,202403,210.0,165,,162,1.0,248.28271,0,4,520549720240319768,2024-02-15,0.0,3.7085114,84581.0,22.625,75.302707875,0,1,2,72.773421875,70.24414175,23.1875,23.75,,,,,,458"
"2024-01-07,202402,133.0,125,,125,1.0,157.24571,0,3,520549720240219768,2024-02-15,0.0,7.7541585,84581.0,21.7142857142857,87.0944164285714,0,1,2,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,458"
"2023-12-31,202401,28.0,27,,27,0.9999989,33.104362,0,1,520549720240119768,2024-02-15,0.0,7.985538,84581.0,21.375,91.4545975,1,1,1,90.47780375,89.50101125,21.4375,21.5,,,,,,458"
"2024-02-04,202406,223.0,7,,0,1.0,4020.916,0,3,520017520240619768,2024-02-15,0.0,3.4665852,5546.0,22.3,82.4472402,0,1,2,81.7351194,81.0229992,22.3,22.3,,,,,,84"
"2024-01-28,202405,113.0,32,,29,1.0,2037.5045,0,4,520017520240519768,2024-02-15,0.0,4.1129646,5546.0,22.4285714285714,80.6155614285714,0,1,2,79.3534528571429,78.0913435714286,22.6428571428571,22.8571428571429,,,,,,84"
"2024-01-21,202404,52.0,29,,28,0.9999999,937.6127,0,4,520017520240419768,2024-02-15,0.0,4.252434,5546.0,22.8571428571429,83.437763,0,1,2,82.0772011428571,80.7166408571429,22.9285714285714,23.0,,,,,,84"
"2024-01-14,202403,15.0,11,,11,0.9710031,270.4652,0,3,520017520240319768,2024-02-15,0.0,2.3055248,5546.0,22.625,75.302707875,0,1,2,72.773421875,70.24414175,23.1875,23.75,,,,,,84"
"2024-01-07,202402,10.0,9,,9,0.9800905,180.31013,0,1,520017520240219768,2024-02-15,0.0,3.298451,5546.0,21.7142857142857,87.0944164285714,1,1,2,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,84"
"2023-12-31,202401,7.0,7,,7,0.9941131,126.217094,0,1,520017520240119768,2024-02-15,0.0,8.07771,5546.0,21.375,91.4545975,1,1,1,90.47780375,89.50101125,21.4375,21.5,,,,,,84"
