data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2024-01-07,202402,6.0,0,41,0,0.023560023,9.965122,0,1,520620620240219747,2024-01-25,0.0,0.40813342,60210.0,21.7142857142857,87.0944164285714,0,0,1,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,677
2023-12-31,202401,30.0,26,56,26,0.9999062,49.82561,0,1,520620620240119747,2024-01-25,0.0,3.7589905,60210.0,21.375,91.4545975,1,1,1,90.47780375,89.50101125,21.4375,21.5,,,,,,677
2023-12-24,202352,14.0,12,25,12,0.9919596,23.251951,0,1,520620620235219747,2024-01-25,0.0,3.2990265,60210.0,22.25,80.3006755,0,1,1,79.11323625,78.251583,22.53125,22.75,,,,,,677
2023-12-17,202351,6.0,5,12,5,0.74707776,9.965122,0,1,520620620235119747,2024-01-25,0.0,1.503118,60210.0,23.0,68.1333115714286,0,0,1,65.8445251428571,63.5557388571429,23.3571428571429,23.7142857142857,,,,,,677
2023-12-10,202350,1.0,1,4,1,0.048304297,1.6608536,0,1,520620620235019747,2024-01-25,0.0,0.22874372,60210.0,23.3888888888889,62.7843095,0,0,0,52.8631001111111,38.8502437222222,25.9027782222222,30.5555555555556,,,,,,677
2023-12-03,202349,6.0,6,9,6,0.58205676,9.965122,0,1,520620620234919747,2024-01-25,0.0,1.1260535,60210.0,18.7142857142857,87.7224685714286,0,0,1,65.5763457142857,40.3694318571429,23.6817458571429,29.7142857142857,,,,,,677
2023-11-26,202348,3.0,3,5,3,0.12270984,4.982561,0,1,520620620234819747,2024-01-25,0.0,0.47245055,60210.0,19.5714285714286,90.8571985714286,1,0,0,68.0952208571429,41.0100611428571,24.1011905714286,30.1428571428571,,,,,,677
2023-11-19,202347,5.0,5,7,5,0.30737656,8.304269,0,1,520620620234719747,2024-01-25,0.0,0.7514107,60210.0,20.4285714285714,91.7267042857143,1,0,1,69.7437978571429,43.2197112857143,24.315476,30.0,,,,,,677
2023-11-12,202346,8.0,8,9,8,0.46360865,13.286829,0,1,520620620234619747,2024-01-25,0.0,0.9569244,60210.0,22.7777777777778,72.453616,0,0,1,55.1531758888889,36.1894995,26.2638893333333,30.5,,,,,,677
2023-11-05,202345,6.0,6,7,6,0.06756955,9.965122,0,1,520620620234519747,2024-01-25,0.0,0.49372596,60210.0,24.1428571428571,59.406555,0,0,1,55.402875,51.7489038571429,24.8214285714286,25.5714285714286,,,,,,677
2023-10-29,202344,5.0,5,5,5,0.027131243,8.304269,0,1,520620620234419747,2024-01-25,0.0,0.3913184,60210.0,22.5714285714286,76.8299397142857,0,0,1,74.9081557142857,72.986375,22.8571428571429,23.1428571428571,,,,,,677
2023-10-22,202343,14.0,14,14,14,0.85833806,23.251951,0,1,520620620234319747,2024-01-25,0.0,1.5603,60210.0,23.625,70.64784975,0,0,1,68.864556875,66.845518,23.84375,24.125,,,,,,677
2023-10-15,202342,20.0,20,20,20,0.99440837,33.217075,0,1,520620620234219747,2024-01-25,0.0,2.7640166,60210.0,25.0,50.4539024285714,0,1,1,47.6675038571429,44.5824724285714,25.6071428571429,26.2857142857143,,,,,,677
