data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2024-01-07,202402,124.0,42,736,31,0.99993724,146.0026,0,1,317040420240219747,2024-01-25,0.0,1.7486231,84930.0,25.09375,71.45163371875,0,1,1,69.13036834375,66.80910521875,25.328125,25.5625,,,,,,9289
2023-12-31,202401,136.0,100,321,95,1.0,160.13187,0,1,317040420240119747,2024-01-25,0.0,2.4481514,84930.0,22.3125,96.16388703125,1,1,1,95.325829125,94.4877703125,22.46875,22.625,,,,,,9289
2023-12-24,202352,43.0,29,97,27,0.037351947,50.629932,0,1,317040420235219747,2024-01-25,0.0,0.7042053,84930.0,25.1714285714286,72.9985142,1,0,1,65.6859413714286,56.7024145714286,26.6904759428571,28.7142857142857,,,,,,9289
2023-12-17,202351,41.0,34,64,33,0.005870953,48.27505,0,1,317040420235119747,2024-01-25,0.0,0.6124003,84930.0,24.1315789473684,69.3867865789474,0,0,1,63.7015238157895,56.8931922105263,25.2061401315789,26.3947368421053,,,,,,9289
2023-12-10,202350,73.0,68,88,68,0.63151455,85.95314,0,1,317040420235019747,2024-01-25,0.0,1.0578247,84930.0,25.3255813953488,48.3752851627907,0,0,1,37.369812255814,30.5119049302326,27.976079627907,30.4418604651163,,,,,,9289
2023-12-03,202349,64.0,61,75,61,0.35075122,75.35618,0,1,317040420234919747,2024-01-25,0.0,0.9357269,84930.0,21.5,66.8205965,0,0,1,41.715093,21.3639805,28.9507245,36.0,,,,,,9289
2023-11-26,202348,72.0,70,81,70,0.6725569,84.775696,0,1,317040420234819747,2024-01-25,0.0,1.078631,84930.0,23.1515151515152,61.1385993484849,0,0,1,,,,,,,,,,9289
2023-11-19,202347,71.0,70,78,70,0.6729218,83.59826,0,1,317040420234719747,2024-01-25,0.0,1.0794013,84930.0,24.8030303030303,55.4566021969697,0,0,1,,,,,,,,,,9289
2023-11-12,202346,62.0,61,69,61,0.3288284,73.0013,0,1,317040420234619747,2024-01-25,0.0,0.92514306,84930.0,26.4545454545455,49.7746050454545,0,0,1,45.5118853636364,41.2491640454545,27.0681818181818,27.6818181818182,,,,,,9289
2023-11-05,202345,73.0,73,79,73,0.4587033,85.95314,0,1,317040420234519747,2024-01-25,0.0,0.983101,84930.0,21.9333333333333,72.8269581666667,1,0,1,66.1601197333333,60.8229184,23.5238095333333,24.8333333333333,,,,,,9289
2023-10-29,202344,54.0,54,54,54,0.0120135285,63.58177,0,1,317040420234419747,2024-01-25,0.0,0.67538816,84930.0,23.8571428571429,78.1932508571429,1,0,1,74.4715259714286,68.498438,24.7877553142857,25.8,,,,,,9289
2023-10-22,202343,81.0,81,81,81,0.58699036,95.37266,0,1,317040420234319747,2024-01-25,0.0,1.0353608,84930.0,25.1428571428571,63.2631777714286,0,0,1,55.5444712,48.4548062,26.6142858571429,28.1714285714286,,,,,,9289
2023-10-15,202342,83.0,83,83,83,0.83362645,97.72754,0,1,317040420234219747,2024-01-25,0.0,1.1687182,84930.0,24.7714285714286,56.7429911428571,0,0,1,50.507388,45.4887636,26.2224489714286,27.6571428571429,,,,,,9289
2023-10-08,202341,84.0,84,84,84,0.9331224,98.90498,0,1,317040420234119747,2024-01-25,0.0,1.2780262,84930.0,26.1142857142857,51.1504865714286,0,0,1,44.4416438857143,40.5689822,27.8081633714286,29.0285714285714,,,,,,9289
2023-10-01,202340,69.0,69,69,69,0.7190017,81.24338,0,1,317040420234019747,2024-01-25,0.0,1.1061954,84930.0,24.5384615384615,70.0129874871795,0,0,1,64.8174614102564,59.0159470769231,25.5470087692308,26.8205128205128,,,,,,9289
2023-09-24,202339,60.0,60,60,60,0.6408045,70.646416,0,1,317040420233919747,2024-01-25,0.0,1.0689802,84930.0,26.4333333333333,41.2873785,0,0,1,35.8186945,30.6026548666667,28.1944446,30.0333333333333,,,,,,9289
2023-09-17,202338,73.0,73,73,73,0.981258,85.95314,0,1,317040420233819747,2024-01-25,0.0,1.4580544,84930.0,23.1025641025641,50.6380565641026,0,1,1,43.0049012564103,37.1498165641026,25.3247861025641,27.2820512820513,,,,,,9289
2023-09-10,202337,49.0,49,49,49,0.6546494,57.694572,0,1,317040420233719747,2024-01-25,0.0,1.0851132,84930.0,21.5,80.526635,1,0,1,60.869107,48.3088,24.630953,28.5,,,,,,9289
2023-09-03,202336,55.0,55,55,55,0.90906966,64.75922,0,1,317040420233619747,2024-01-25,0.0,1.3116281,84930.0,21.875,71.703338,0,0,1,,,,,,,,,,9289
2023-08-27,202335,40.0,40,40,40,0.52282083,47.09761,0,1,317040420233519747,2024-01-25,0.0,1.0128536,84930.0,22.25,62.880041,0,0,1,,,,,,,,,,9289
2023-08-20,202334,46.0,46,46,46,0.7086068,54.16225,0,1,317040420233419747,2024-01-25,0.0,1.124554,84930.0,22.625,54.056744,0,0,1,,,,,,,,,,9289
2023-08-13,202333,36.0,36,36,36,0.12641262,42.387848,0,1,317040420233319747,2024-01-25,0.0,0.77740204,84930.0,23.0,45.233447,0,0,1,44.523325,43.813201,23.0,23.0,,,,,,9289
2023-08-06,202332,37.0,37,37,37,0.060594168,43.56529,0,1,317040420233219747,2024-01-25,0.0,0.71878374,84930.0,20.1428571428571,49.6740875714286,0,0,1,45.0997118571429,40.6300038571429,21.3163264285714,22.5714285714286,,,,,,9289
2023-07-30,202331,49.0,49,49,49,0.18482792,57.694572,0,1,317040420233119747,2024-01-25,0.0,0.84121996,84930.0,19.0,57.5379721428571,0,0,1,54.1748472857143,51.1437685714286,19.7653061428571,20.4285714285714,,,,,,9289
2023-07-23,202330,53.0,53,53,53,0.06311403,62.40433,0,1,317040420233019747,2024-01-25,0.0,0.758603,84930.0,19.7142857142857,63.9811985714286,0,0,1,60.1198835714286,57.2336727142857,20.5204081428571,21.1428571428571,,,,,,9289
2023-07-16,202329,50.0,50,50,50,0.0033540123,58.872013,0,1,317040420232919747,2024-01-25,0.0,0.6191626,84930.0,20.2857142857143,60.1140791428571,0,0,1,57.4669247142857,55.3921998571429,20.8163264285714,21.2857142857143,,,,,,9289
2023-07-09,202328,74.0,74,74,74,0.10274515,87.13058,0,1,317040420232819747,2024-01-25,0.0,0.8206958,84930.0,20.8571428571429,50.7802171428571,0,0,1,46.7340857142857,43.5332081428571,21.9523808571429,22.8571428571429,,,,,,9289
2023-07-02,202327,84.0,84,84,84,0.074769504,98.90498,0,1,317040420232719747,2024-01-25,0.0,0.8101745,84930.0,17.1428571428571,57.9203708571429,0,0,1,53.6855945714286,50.8379971428571,18.1190477142857,18.8571428571429,,,,,,9289
2023-06-25,202326,85.0,85,85,85,0.0039693834,100.08242,0,1,317040420232619747,2024-01-25,0.0,0.6904345,84930.0,17.8571428571429,64.8497052857143,0,0,1,60.0138398571429,56.3151295714286,18.9761905714286,19.8571428571429,,,,,,9289
2023-06-18,202325,102.0,102,102,102,0.00048318243,120.09891,0,1,317040420232519747,2024-01-25,0.0,0.6598148,84930.0,18.5714285714286,64.3439018571429,0,0,1,60.6481234285714,58.4162354285714,19.3571428571429,19.8571428571429,,,,,,9289
2023-06-11,202324,123.0,123,123,123,6.620771e-06,144.82515,0,1,317040420232419747,2024-01-25,0.0,0.6122084,84930.0,20.8571428571429,63.5517948571429,0,0,1,61.0058902857143,58.5442704285714,21.5,22.1428571428571,,,,,,9289
2023-06-04,202323,132.0,132,132,132,1.2101098e-10,155.42212,0,1,317040420232319747,2024-01-25,0.0,0.5168213,84930.0,17.1481481481481,66.8413759259259,0,0,1,63.0289643703704,59.2980742222222,17.8111111111111,18.4444444444444,,,,,,9289
2023-05-28,202322,218.0,218,218,218,5.828196e-06,256.68198,0,4,317040420232219747,2024-01-25,0.0,0.6828975,84930.0,19.3076923076923,70.9567779230769,0,0,2,64.3829968461538,60.7061979230769,20.102564,20.8461538461538,,,,,,9289
2023-05-21,202321,229.0,229,229,229,1.492377e-09,269.63382,0,4,317040420232119747,2024-01-25,0.0,0.6125553,84930.0,16.0,80.6431985714286,0,0,2,58.7663407142857,42.4798425714286,21.2789112857143,25.7142857142857,,,,,,9289
2023-05-14,202320,337.0,337,337,337,0.0059131067,396.79736,0,4,317040420232019747,2024-01-25,0.0,0.8310602,84930.0,18.7142857142857,74.6930704285714,1,0,2,58.0954844285714,44.5073284285714,22.6632652857143,26.0,,,,,,9289
2023-05-07,202319,383.0,383,383,383,0.07026612,450.95963,0,4,317040420231919747,2024-01-25,0.0,0.90147567,84930.0,20.7777777777778,70.8140450740741,0,0,2,62.320052,54.3135855555556,22.3663139259259,24.1481481481481,,,,,,9289
2023-04-30,202318,428.0,428,428,428,0.31767234,503.94443,0,4,317040420231819747,2024-01-25,0.0,0.96836907,84930.0,20.4285714285714,80.0199718571429,1,0,2,76.1264952857143,71.7526324285714,20.8428571428571,21.2857142857143,,,,,,9289
2023-04-23,202317,396.0,396,396,396,0.12247747,466.26633,0,4,317040420231719747,2024-01-25,0.0,0.9222556,84930.0,19.2857142857143,80.5147198571429,1,0,2,56.3672855714286,34.5001575714286,24.9231291428571,30.8571428571429,,,,,,9289
2023-04-16,202316,482.0,482,482,482,0.99823856,567.5262,0,4,317040420231619747,2024-01-25,0.0,1.2182051,84930.0,20.4285714285714,88.9105557142857,1,1,2,61.4141592857143,38.2028541428571,26.034013,31.4285714285714,,,,,,9289
2023-04-09,202315,450.0,450,450,450,0.986904,529.8481,0,4,317040420231519747,2024-01-25,0.0,1.1664478,84930.0,20.8571428571429,99.1455371428571,1,1,2,64.5436204285714,38.4549145714286,26.2176872857143,32.1428571428571,,,,,,9289
2023-04-02,202314,375.0,375,375,375,0.18308724,441.5401,0,4,317040420231419747,2024-01-25,0.0,0.93716383,84930.0,19.7142857142857,81.4381942857143,1,0,2,54.6043357142857,32.2615782857143,26.2244895714286,32.7142857142857,,,,,,9289
2023-03-26,202313,354.0,354,354,354,0.058009297,416.81384,0,4,317040420231319747,2024-01-25,0.0,0.8916046,84930.0,22.0,63.8752214285714,0,0,2,49.8391834285714,37.1447047142857,25.8044068571429,29.5714285714286,,,,,,9289
2023-03-19,202312,438.0,438,438,438,0.98297167,515.7188,0,4,317040420231219747,2024-01-25,0.0,1.1601608,84930.0,20.0,76.7705371428571,1,1,2,52.7513442857143,33.2790385714286,25.5680272857143,30.8571428571429,,,,,,9289
2023-03-12,202311,405.0,405,405,405,0.9484067,476.8633,0,4,317040420231119747,2024-01-25,0.0,1.1251057,84930.0,23.0833333333333,64.0832999166667,0,0,2,60.4615767083333,57.7393514166667,23.875,24.5,,,,,,9289
2023-03-05,202310,367.0,367,367,367,0.7921963,432.12057,0,4,317040420231019747,2024-01-25,0.0,1.0628808,84930.0,23.962962962963,64.8186791111111,0,0,2,60.6507633333333,56.877049962963,24.6851851851852,25.4074074074074,,,,,,9289
2023-02-26,202309,371.0,371,371,371,0.93066573,436.83032,0,4,317040420230919747,2024-01-25,0.0,1.1182163,84930.0,23.8571428571429,60.6962627142857,0,0,2,57.358699,53.5546815714286,24.4642857142857,25.1428571428571,,,,,,9289
2023-02-19,202308,336.0,336,336,336,0.87812126,395.61993,0,4,317040420230819747,2024-01-25,0.0,1.0963247,84930.0,20.2857142857143,82.4866908571429,1,0,2,59.7073565714286,41.7486347142857,25.5646258571429,30.2857142857143,,,,,,9289
2023-02-12,202307,343.0,343,343,343,0.9995995,403.862,0,4,317040420230719747,2024-01-25,0.0,1.3151515,84930.0,23.8571428571429,67.1607606190476,0,1,2,65.104002,62.8650876190476,24.3333332380952,24.7619047619048,,,,,,9289
2023-02-05,202306,323.0,323,323,323,0.99999964,380.3132,0,4,317040420230619747,2024-01-25,0.0,1.5434624,84930.0,25.7142857142857,62.2031435714286,0,1,2,61.191805,60.1804664285714,25.8571428571429,26.0,,,,,,9289
2023-01-29,202305,270.0,270,270,270,0.9999983,317.90887,0,4,317040420230519747,2024-01-25,0.0,1.5628816,84930.0,22.7142857142857,76.9182357142857,1,1,2,68.6969585714286,59.9674785714286,24.0612245714286,25.5714285714286,,,,,,9289
2023-01-22,202304,192.0,192,192,192,0.9667018,226.06853,0,4,317040420230419747,2024-01-25,0.0,1.2170242,84930.0,21.7142857142857,93.4440928571429,1,1,2,93.0693792857143,92.6946671428571,21.7857142857143,21.8571428571429,,,,,,9289
2023-01-15,202303,173.0,173,173,173,0.77463555,203.69716,0,1,317040420230319747,2024-01-25,0.0,1.0861963,84930.0,23.5714285714286,70.8890304285714,0,0,2,70.2798767142857,69.6707232857143,23.6428571428571,23.7142857142857,,,,,,9289
2023-01-08,202302,134.0,134,134,134,0.10071845,157.777,0,2,317040420230219747,2024-01-25,0.0,0.86061937,84930.0,20.5714285714286,100.0,1,0,1,85.1746842857143,66.8431758571429,23.3698978571429,27.1428571428571,,,,,,9289
2023-01-01,202301,177.0,177,177,177,0.9776913,208.40692,0,4,317040420230119740,2024-01-18,0.0,1.2530246,84930.0,20.4285714285714,94.41508,1,1,2,79.9674628571429,58.5471398571429,23.3480465714286,28.0,,,,,,9289
