data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2024-01-07,202402,27.0,14,69,12,0.7231581,21.829824,0,1,520800420240219747,2024-01-25,0.0,1.181331,123684.0,21.7142857142857,87.0944164285714,1,0,1,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,2239
2023-12-31,202401,22.0,19,31,19,0.29039988,17.787264,0,1,520800420240119747,2024-01-25,0.0,0.8533118,123684.0,21.375,91.4545975,1,0,1,90.47780375,89.50101125,21.4375,21.5,,,,,,2239
2023-12-24,202352,17.0,17,20,17,0.09107391,13.744704,0,1,520800420235219747,2024-01-25,0.0,0.6642906,123684.0,22.25,80.3006755,0,0,1,79.11323625,78.251583,22.53125,22.75,,,,,,2239
2023-12-17,202351,32.0,32,34,32,0.88316685,25.872385,0,1,520800420235119747,2024-01-25,0.0,1.377258,123684.0,23.0,68.1333115714286,0,0,1,65.8445251428571,63.5557388571429,23.3571428571429,23.7142857142857,,,,,,2239
2023-12-10,202350,27.0,27,29,27,0.692416,21.829824,0,1,520800420235019747,2024-01-25,0.0,1.1508989,123684.0,23.3888888888889,62.7843095,0,0,1,52.8631001111111,38.8502437222222,25.9027782222222,30.5555555555556,,,,,,2239
2023-12-03,202349,20.0,20,21,20,0.21929365,16.17024,0,2,520800420234919747,2024-01-25,0.0,0.7951972,123684.0,18.7142857142857,87.7224685714286,1,0,1,65.5763457142857,40.3694318571429,23.6817458571429,29.7142857142857,,,,,,2239
2023-11-26,202348,22.0,22,23,22,0.3053397,17.787264,0,1,520800420234819747,2024-01-25,0.0,0.86357415,123684.0,19.5714285714286,90.8571985714286,1,0,1,68.0952208571429,41.0100611428571,24.1011905714286,30.1428571428571,,,,,,2239
2023-11-19,202347,29.0,29,30,29,0.6933777,23.446848,0,1,520800420234719747,2024-01-25,0.0,1.1460072,123684.0,20.4285714285714,91.7267042857143,1,0,1,69.7437978571429,43.2197112857143,24.315476,30.0,,,,,,2239
2023-11-12,202346,23.0,23,24,23,0.36966226,18.595776,0,1,520800420234619747,2024-01-25,0.0,0.9093787,123684.0,22.7777777777778,72.453616,0,0,1,55.1531758888889,36.1894995,26.2638893333333,30.5,,,,,,2239
2023-11-05,202345,28.0,28,28,28,0.60187626,22.638336,0,1,520800420234519747,2024-01-25,0.0,1.0721666,123684.0,24.1428571428571,59.406555,0,0,1,55.402875,51.7489038571429,24.8214285714286,25.5714285714286,,,,,,2239
2023-10-29,202344,22.0,22,22,22,0.26047152,17.787264,0,1,520800420234419747,2024-01-25,0.0,0.8325367,123684.0,22.5714285714286,76.8299397142857,0,0,1,74.9081557142857,72.986375,22.8571428571429,23.1428571428571,,,,,,2239
2023-10-22,202343,29.0,29,29,29,0.68403476,23.446848,0,1,520800420234319747,2024-01-25,0.0,1.1376015,123684.0,23.625,70.64784975,0,0,1,68.864556875,66.845518,23.84375,24.125,,,,,,2239
2023-10-15,202342,25.0,25,25,25,0.61208504,20.212801,0,1,520800420234219747,2024-01-25,0.0,1.0848997,123684.0,25.0,50.4539024285714,0,0,1,47.6675038571429,44.5824724285714,25.6071428571429,26.2857142857143,,,,,,2239
2023-10-08,202341,29.0,29,29,29,0.8518013,23.446848,0,1,520800420234119747,2024-01-25,0.0,1.3398869,123684.0,24.1428571428571,68.0289928571429,0,0,1,65.4778638571429,63.2150002857143,24.5357142857143,24.8571428571429,,,,,,2239
2023-10-01,202340,21.0,21,21,21,0.3530056,16.978752,0,1,520800420234019747,2024-01-25,0.0,0.8939233,123684.0,23.75,69.19345425,0,0,1,66.60855875,64.023664625,24.3125,24.875,,,,,,2239
2023-09-24,202339,21.0,21,21,21,0.1470793,16.978752,0,1,520800420233919747,2024-01-25,0.0,0.742341,123684.0,23.7272727272727,66.4350733636364,0,0,1,56.7536482727273,43.6213007272727,25.3939394545455,27.9090909090909,,,,,,2239
2023-09-17,202338,20.0,20,20,20,0.051751304,16.17024,0,1,520800420233819747,2024-01-25,0.0,0.63404423,123684.0,24.5714285714286,43.9911928571429,0,0,1,40.9585695714286,38.7778872857143,25.6011905714286,26.5714285714286,,,,,,2239
2023-09-10,202337,30.0,30,30,30,0.50528145,24.25536,0,1,520800420233719747,2024-01-25,0.0,1.0034032,123684.0,17.2857142857143,71.4288895714286,0,0,1,47.7239744285714,30.0772778571429,23.404762,29.1428571428571,,,,,,2239
