data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2024-01-07,202402,375.5,25,4042,0,0.9999019,172.48665,0,3,520025820240219747,2024-01-25,0.0,1.339338,217698.0,21.7142857142857,87.0944164285714,0,1,2,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,3438
2023-12-31,202401,529.5,275,2504,262,1.0,243.22685,0,4,520025820240119747,2024-01-25,0.0,3.397995,217698.0,21.375,91.4545975,1,1,2,90.47780375,89.50101125,21.4375,21.5,,,,,,3438
2023-12-24,202352,259.0,126,1201,118,1.0,118.97215,0,4,520025820235219747,2024-01-25,0.0,2.40941,217698.0,22.25,80.3006755,0,1,2,79.11323625,78.251583,22.53125,22.75,,,,,,3438
2023-12-17,202351,100.5,16,747,12,0.038014214,46.16487,0,4,520025820235119747,2024-01-25,0.0,0.79014444,217698.0,23.0,68.1333115714286,0,0,2,65.8445251428571,63.5557388571429,23.3571428571429,23.7142857142857,,,,,,3438
2023-12-10,202350,69.0,16,368,15,1.5165944e-09,31.695284,0,4,520025820235019747,2024-01-25,0.0,0.44018933,217698.0,23.3888888888889,62.7843095,0,0,2,52.8631001111111,38.8502437222222,25.9027782222222,30.5555555555556,,,,,,3438
2023-12-03,202349,129.0,102,366,102,0.08368403,59.2564,0,4,520025820234919747,2024-01-25,0.0,0.8481168,217698.0,18.7142857142857,87.7224685714286,0,0,2,65.5763457142857,40.3694318571429,23.6817458571429,29.7142857142857,,,,,,3438
2023-11-26,202348,178.0,160,344,160,0.99992466,81.76465,0,4,520025820234819747,2024-01-25,0.0,1.5664009,217698.0,19.5714285714286,90.8571985714286,1,1,2,68.0952208571429,41.0100611428571,24.1011905714286,30.1428571428571,,,,,,3438
2023-11-19,202347,187.0,180,275,180,1.0,85.89881,0,4,520025820234719747,2024-01-25,0.0,2.3986728,217698.0,20.4285714285714,91.7267042857143,1,1,2,69.7437978571429,43.2197112857143,24.315476,30.0,,,,,,3438
2023-11-12,202346,97.0,95,150,95,0.9988267,44.55714,0,4,520025820234619747,2024-01-25,0.0,1.6368744,217698.0,22.7777777777778,72.453616,0,1,2,55.1531758888889,36.1894995,26.2638893333333,30.5,,,,,,3438
2023-11-05,202345,69.0,69,102,69,0.94075376,31.695284,0,1,520025820234519747,2024-01-25,0.0,1.3289351,217698.0,24.1428571428571,59.406555,0,0,2,55.402875,51.7489038571429,24.8214285714286,25.5714285714286,,,,,,3438
2023-10-29,202344,59.0,59,59,59,0.82788223,27.101765,0,1,520025820234419747,2024-01-25,0.0,1.1990418,217698.0,22.5714285714286,76.8299397142857,0,0,1,74.9081557142857,72.986375,22.8571428571429,23.1428571428571,,,,,,3438
2023-10-22,202343,43.0,43,43,43,0.5765778,19.752134,0,1,520025820234319747,2024-01-25,0.0,1.042775,217698.0,23.625,70.64784975,0,0,1,68.864556875,66.845518,23.84375,24.125,,,,,,3438
2023-10-15,202342,59.0,59,59,59,0.9994231,27.101765,0,1,520025820234219747,2024-01-25,0.0,2.0364375,217698.0,25.0,50.4539024285714,0,1,1,47.6675038571429,44.5824724285714,25.6071428571429,26.2857142857143,,,,,,3438
2023-10-08,202341,44.0,44,44,44,0.99904627,20.211485,0,1,520025820234119747,2024-01-25,0.0,2.2328756,217698.0,24.1428571428571,68.0289928571429,0,1,1,65.4778638571429,63.2150002857143,24.5357142857143,24.8571428571429,,,,,,3438
2023-10-01,202340,25.0,25,25,25,0.94545954,11.483799,0,1,520025820234019747,2024-01-25,0.0,1.6640524,217698.0,23.75,69.19345425,0,0,1,66.60855875,64.023664625,24.3125,24.875,,,,,,3438
2023-09-24,202339,18.0,18,18,18,0.7928114,8.268335,0,1,520025820233919747,2024-01-25,0.0,1.3344722,217698.0,23.7272727272727,66.4350733636364,0,0,1,56.7536482727273,43.6213007272727,25.3939394545455,27.9090909090909,,,,,,3438
2023-09-17,202338,14.0,14,14,14,0.48064294,6.4309273,0,1,520025820233819747,2024-01-25,0.0,0.9821652,217698.0,24.5714285714286,43.9911928571429,0,0,1,40.9585695714286,38.7778872857143,25.6011905714286,26.5714285714286,,,,,,3438
2023-09-10,202337,12.0,12,12,12,0.21724631,5.5122232,0,1,520025820233719747,2024-01-25,0.0,0.74664664,217698.0,17.2857142857143,71.4288895714286,0,0,1,47.7239744285714,30.0772778571429,23.404762,29.1428571428571,,,,,,3438
2023-09-03,202336,14.0,14,14,14,0.2593326,6.4309273,0,1,520025820233619747,2024-01-25,0.0,0.79659194,217698.0,18.8571428571429,74.2545301428571,0,0,1,50.6712978571429,30.0095514285714,24.2023808571429,29.8571428571429,,,,,,3438
2023-08-27,202335,16.0,16,16,16,0.23575535,7.3496313,0,1,520025820233519747,2024-01-25,0.0,0.78887206,217698.0,19.0,92.34299,1,0,1,71.8088505714286,44.0525872857143,22.9583334285714,28.4285714285714,,,,,,3438
2023-08-20,202334,20.0,20,20,20,0.33428788,9.187039,0,1,520025820233419747,2024-01-25,0.0,0.87828785,217698.0,16.875,77.421457875,0,0,1,51.082666375,25.825212,23.458333,30.875,,,,,,3438
