data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2024-01-07,202402,55.0,14,238,3,0.23855829,31.951666,0,1,522185820240219747,2024-01-25,0.0,0.87743914,172135.0,21.7142857142857,87.0944164285714,0,0,1,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,1830
2023-12-31,202401,123.0,104,213,101,1.0,71.45554,0,1,522185820240119747,2024-01-25,0.0,2.9831858,172135.0,21.375,91.4545975,1,1,1,90.47780375,89.50101125,21.4375,21.5,,,,,,1830
2023-12-24,202352,51.0,45,75,45,0.97922313,29.627909,0,1,522185820235219747,2024-01-25,0.0,1.5671322,172135.0,22.25,80.3006755,0,1,1,79.11323625,78.251583,22.53125,22.75,,,,,,1830
2023-12-17,202351,32.0,30,37,30,0.45541456,18.59006,0,1,522185820235119747,2024-01-25,0.0,0.9727509,172135.0,23.0,68.1333115714286,0,0,1,65.8445251428571,63.5557388571429,23.3571428571429,23.7142857142857,,,,,,1830
2023-12-10,202350,32.0,32,36,32,0.27719086,18.59006,0,1,522185820235019747,2024-01-25,0.0,0.8678026,172135.0,23.3888888888889,62.7843095,0,0,1,52.8631001111111,38.8502437222222,25.9027782222222,30.5555555555556,,,,,,1830
2023-12-03,202349,29.0,29,31,29,0.13904402,16.847242,0,1,522185820234919747,2024-01-25,0.0,0.7672737,172135.0,18.7142857142857,87.7224685714286,0,0,1,65.5763457142857,40.3694318571429,23.6817458571429,29.7142857142857,,,,,,1830
2023-11-26,202348,38.0,38,40,38,0.7364696,22.075697,0,1,522185820234819747,2024-01-25,0.0,1.1615468,172135.0,19.5714285714286,90.8571985714286,1,0,1,68.0952208571429,41.0100611428571,24.1011905714286,30.1428571428571,,,,,,1830
2023-11-19,202347,47.0,47,48,47,0.99123895,27.304152,0,1,522185820234719747,2024-01-25,0.0,1.7514654,172135.0,20.4285714285714,91.7267042857143,1,1,1,69.7437978571429,43.2197112857143,24.315476,30.0,,,,,,1830
2023-11-12,202346,27.0,27,27,27,0.75150776,15.685363,0,1,522185820234619747,2024-01-25,0.0,1.2120703,172135.0,22.7777777777778,72.453616,0,0,1,55.1531758888889,36.1894995,26.2638893333333,30.5,,,,,,1830
2023-11-05,202345,31.0,31,31,31,0.92745733,18.00912,0,1,522185820234519747,2024-01-25,0.0,1.5012908,172135.0,24.1428571428571,59.406555,0,0,1,55.402875,51.7489038571429,24.8214285714286,25.5714285714286,,,,,,1830
2023-10-29,202344,17.0,17,17,17,0.31963217,9.87597,0,1,522185820234419747,2024-01-25,0.0,0.8581391,172135.0,22.5714285714286,76.8299397142857,0,0,1,74.9081557142857,72.986375,22.8571428571429,23.1428571428571,,,,,,1830
2023-10-22,202343,22.0,22,22,22,0.71931165,12.780666,0,1,522185820234319747,2024-01-25,0.0,1.1988301,172135.0,23.625,70.64784975,0,0,1,68.864556875,66.845518,23.84375,24.125,,,,,,1830
2023-10-15,202342,21.0,21,21,21,0.75189805,12.199727,0,1,522185820234219747,2024-01-25,0.0,1.2453214,172135.0,25.0,50.4539024285714,0,0,1,47.6675038571429,44.5824724285714,25.6071428571429,26.2857142857143,,,,,,1830
2023-10-08,202341,17.0,17,17,17,0.51858795,9.87597,0,1,522185820234119747,2024-01-25,0.0,1.0159793,172135.0,24.1428571428571,68.0289928571429,0,0,1,65.4778638571429,63.2150002857143,24.5357142857143,24.8571428571429,,,,,,1830
2023-10-01,202340,19.0,19,19,19,0.5209378,11.037848,0,1,522185820234019747,2024-01-25,0.0,1.0170631,172135.0,23.75,69.19345425,0,0,1,66.60855875,64.023664625,24.3125,24.875,,,,,,1830
2023-09-24,202339,11.0,11,11,11,0.056838818,6.390333,0,1,522185820233919747,2024-01-25,0.0,0.5622165,172135.0,23.7272727272727,66.4350733636364,0,0,0,56.7536482727273,43.6213007272727,25.3939394545455,27.9090909090909,,,,,,1830
2023-09-17,202338,24.0,24,24,24,0.78974134,13.942545,0,1,522185820233819747,2024-01-25,0.0,1.2773596,172135.0,24.5714285714286,43.9911928571429,0,0,1,40.9585695714286,38.7778872857143,25.6011905714286,26.5714285714286,,,,,,1830
2023-09-10,202337,17.0,17,17,17,0.52201027,9.87597,0,1,522185820233719747,2024-01-25,0.0,1.0189655,172135.0,17.2857142857143,71.4288895714286,0,0,1,47.7239744285714,30.0772778571429,23.404762,29.1428571428571,,,,,,1830
2023-09-03,202336,23.0,23,23,23,0.8126244,13.361606,0,1,522185820233619747,2024-01-25,0.0,1.3200237,172135.0,18.8571428571429,74.2545301428571,0,0,1,50.6712978571429,30.0095514285714,24.2023808571429,29.8571428571429,,,,,,1830
2023-08-27,202335,14.0,14,14,14,0.08405047,8.133151,0,1,522185820233519747,2024-01-25,0.0,0.63189673,172135.0,19.0,92.34299,1,0,0,71.8088505714286,44.0525872857143,22.9583334285714,28.4285714285714,,,,,,1830
2023-08-20,202334,13.0,13,13,13,0.010721659,7.5522118,0,1,522185820233419747,2024-01-25,0.0,0.47648162,172135.0,16.875,77.421457875,0,0,0,51.082666375,25.825212,23.458333,30.875,,,,,,1830
2023-08-13,202333,25.0,25,25,25,0.22073129,14.523484,0,1,522185820233319747,2024-01-25,0.0,0.8144272,172135.0,17.0,61.4503328571429,0,0,1,44.9058054285714,30.9160845714286,21.4047617142857,25.7142857142857,,,,,,1830
2023-08-06,202332,26.0,26,26,26,0.29904535,15.1044235,0,1,522185820233219747,2024-01-25,0.0,0.8692542,172135.0,21.8571428571429,38.9092852857143,0,0,1,37.1328168571429,35.2294795714286,22.8095237142857,23.7142857142857,,,,,,1830
2023-07-30,202331,34.0,34,34,34,0.8398246,19.75194,0,1,522185820233119747,2024-01-25,0.0,1.2905996,172135.0,20.4285714285714,46.0437821428571,0,0,1,43.8288837142857,41.9376985714286,20.904762,21.2857142857143,,,,,,1830
2023-07-23,202330,34.0,34,34,34,0.9278349,19.75194,0,1,522185820233019747,2024-01-25,0.0,1.4728005,172135.0,19.4285714285714,54.593627,0,0,1,50.4619251428571,47.0681557142857,20.2142857142857,20.8571428571429,,,,,,1830
2023-07-16,202329,21.0,21,21,21,0.62945294,12.199727,0,1,522185820232919747,2024-01-25,0.0,1.1091005,172135.0,20.5714285714286,54.3865095714286,0,0,1,51.2960475714286,48.3776414285714,21.3095237142857,22.0,,,,,,1830
2023-07-09,202328,29.0,29,29,29,0.9773375,16.847242,0,1,522185820232819747,2024-01-25,0.0,1.8325189,172135.0,19.1428571428571,56.7599607142857,0,1,1,53.0187112857143,49.2882338571429,20.0714285714286,21.0,,,,,,1830
2023-07-02,202327,15.0,15,15,15,0.46029028,8.71409,0,1,522185820232719747,2024-01-25,0.0,0.9650328,172135.0,16.7142857142857,55.6458987142857,0,0,0,52.0367727142857,48.2889567142857,17.4761905714286,18.2857142857143,,,,,,1830
2023-06-25,202326,17.0,17,17,17,0.36480224,9.87597,0,1,522185820232619747,2024-01-25,0.0,0.8923473,172135.0,18.5714285714286,57.253633,0,0,1,54.7851431428571,52.1784072857143,19.0476191428571,19.5714285714286,,,,,,1830
2023-06-18,202325,11.0,11,11,11,0.010286084,6.390333,0,1,522185820232519747,2024-01-25,0.0,0.44997615,172135.0,18.0,64.0836305714286,0,0,0,60.9203788571429,57.6386442857143,18.7142857142857,19.4285714285714,,,,,,1830
2023-06-11,202324,20.0,20,20,20,0.09317749,11.618788,0,1,522185820232419747,2024-01-25,0.0,0.68589854,172135.0,20.7142857142857,66.4969484285714,0,0,1,63.926713,61.1503862857143,21.2857142857143,21.8571428571429,,,,,,1830
2023-06-04,202323,23.0,23,23,23,0.15165795,13.361606,0,1,522185820232319747,2024-01-25,0.0,0.7552199,172135.0,19.5714285714286,59.4515584285714,0,0,1,58.4332071428571,57.2548961428571,19.7619048571429,20.0,,,,,,1830
2023-05-28,202322,33.0,33,33,33,0.61853945,19.171,0,1,522185820232219747,2024-01-25,0.0,1.0780718,172135.0,20.3,67.169108,0,0,1,63.6827369,60.2327318,21.1,21.9,,,,,,1830
2023-05-21,202321,32.0,32,32,32,0.39474285,18.59006,0,1,522185820232119747,2024-01-25,0.0,0.9368317,172135.0,14.0,78.9360135,0,0,1,60.0060449,41.7556427,19.1958332,24.4,,,,,,1830
2023-05-14,202320,27.0,27,27,27,0.0638023,15.685363,0,1,522185820232019747,2024-01-25,0.0,0.6871868,172135.0,14.8333333333333,78.6741533888889,0,0,1,54.5352862222222,34.0003195555556,20.4537035555556,25.4444444444444,,,,,,1830
2023-05-07,202319,32.0,32,32,32,0.14197198,18.59006,0,1,522185820231919747,2024-01-25,0.0,0.7786509,172135.0,19.875,69.332691875,0,0,1,61.188341375,52.937484875,21.7083335,23.75,,,,,,1830
2023-04-30,202318,44.0,44,44,44,0.5596738,25.561333,0,1,522185820231819747,2024-01-25,0.0,1.0326346,172135.0,20.2,72.555739,0,0,1,68.7814148,63.9723086,20.9333336,21.8,,,,,,1830
2023-04-23,202317,43.0,43,43,43,0.31218582,24.980392,0,1,522185820231719747,2024-01-25,0.0,0.90261436,172135.0,17.5652173913043,88.9228126086957,0,0,1,71.9095056521739,49.9794486086957,21.5923913913043,26.3913043478261,,,,,,1830
2023-04-16,202316,35.0,35,35,35,0.026870616,20.332878,0,2,522185820231619747,2024-01-25,0.0,0.66114587,172135.0,18.4285714285714,91.6000642857143,1,0,1,75.3259434285714,53.8946497142857,22.0952382857143,27.0,,,,,,1830
2023-04-09,202315,53.0,53,53,53,0.18790998,30.789787,0,1,522185820231519747,2024-01-25,0.0,0.84830916,172135.0,19.1428571428571,94.0203,1,0,1,77.2057447142857,51.4963784285714,22.4523808571429,27.7142857142857,,,,,,1830
2023-04-02,202314,52.0,52,52,52,0.019432167,30.208847,0,1,522185820231419747,2024-01-25,0.0,0.6919479,172135.0,18.7142857142857,90.7521171428571,1,0,1,75.2732408571429,51.3468842857143,21.660714,26.5714285714286,,,,,,1830
2023-03-26,202313,50.0,50,50,50,0.0081838025,29.046968,0,1,522185820231319747,2024-01-25,0.0,0.6506611,172135.0,20.8571428571429,72.2697849047619,0,0,1,55.8554788095238,44.1183038571429,24.4166664761905,27.3809523809524,,,,,,1830
2023-03-19,202312,93.0,93,93,93,0.973166,54.027363,0,1,522185820231219747,2024-01-25,0.0,1.3560098,172135.0,17.5454545454545,91.3497589090909,0,1,1,71.9430174545455,48.5877656363636,21.8560603636364,27.0,,,,,,1830
2023-03-12,202311,79.0,79,79,79,0.94612265,45.89421,0,1,522185820231119747,2024-01-25,0.0,1.3141246,172135.0,21.3,81.283395,0,0,1,81.277472,81.271548,21.35,21.4,,,,,,1830
2023-03-05,202310,70.0,70,70,70,0.88602775,40.665756,0,1,522185820231019747,2024-01-25,0.0,1.2389953,172135.0,22.1428571428571,70.8364115714286,0,0,1,68.8942271428571,66.952045,22.3571428571429,22.5714285714286,,,,,,1830
2023-02-26,202309,54.0,54,54,54,0.36665666,31.370726,0,1,522185820230919747,2024-01-25,0.0,0.9377371,172135.0,22.0,75.1189728333333,0,0,1,72.9228621666667,70.7267544166667,22.3333333333333,22.6666666666667,,,,,,1830
2023-02-19,202308,60.0,60,60,60,0.6293936,34.85636,0,1,522185820230819747,2024-01-25,0.0,1.0629014,172135.0,18.9473684210526,90.1438903157895,1,0,1,73.7145455789474,51.9968642105263,22.1798247368421,27.6842105263158,,,,,,1830
