data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2024-01-07,202402,0.0,0,0,0,0.0,0.0,0,1,521460620240219747,2024-01-25,0.0,0.0,46730.0,21.7142857142857,87.0944164285714,0,0,0,85.6288407142857,84.1632664285714,21.8571428571429,22.0,,,,,,44
2023-12-31,202401,0.0,0,0,0,0.0,0.0,0,1,521460620240119747,2024-01-25,0.0,0.0,46730.0,21.375,91.4545975,0,0,0,90.47780375,89.50101125,21.4375,21.5,,,,,,44
2023-12-24,202352,0.0,0,0,0,0.0,0.0,0,1,521460620235219747,2024-01-25,0.0,0.0,46730.0,22.25,80.3006755,0,0,0,79.11323625,78.251583,22.53125,22.75,,,,,,44
2023-12-17,202351,0.0,0,0,0,0.0,0.0,0,1,521460620235119747,2024-01-25,0.0,0.0,46730.0,23.0,68.1333115714286,0,0,0,65.8445251428571,63.5557388571429,23.3571428571429,23.7142857142857,,,,,,44
2023-12-10,202350,0.0,0,0,0,0.0,0.0,0,1,521460620235019747,2024-01-25,0.0,0.0,46730.0,23.3888888888889,62.7843095,0,0,0,52.8631001111111,38.8502437222222,25.9027782222222,30.5555555555556,,,,,,44
2023-12-03,202349,0.0,0,0,0,0.0,0.0,0,1,521460620234919747,2024-01-25,0.0,0.0,46730.0,18.7142857142857,87.7224685714286,0,0,0,65.5763457142857,40.3694318571429,23.6817458571429,29.7142857142857,,,,,,44
2023-11-26,202348,1.0,1,1,1,0.9632679,2.139953,0,1,521460620234819747,2024-01-25,0.0,18.521618,46730.0,19.5714285714286,90.8571985714286,1,0,0,68.0952208571429,41.0100611428571,24.1011905714286,30.1428571428571,,,,,,44
2023-11-19,202347,0.0,0,0,0,0.0,0.0,0,1,521460620234719747,2024-01-25,0.0,0.0,46730.0,20.4285714285714,91.7267042857143,0,0,0,69.7437978571429,43.2197112857143,24.315476,30.0,,,,,,44
2023-11-12,202346,0.0,0,0,0,0.0,0.0,0,1,521460620234619747,2024-01-25,0.0,0.0,46730.0,22.7777777777778,72.453616,0,0,0,55.1531758888889,36.1894995,26.2638893333333,30.5,,,,,,44
2023-11-05,202345,0.0,0,0,0,0.0,0.0,0,1,521460620234519747,2024-01-25,0.0,0.0,46730.0,24.1428571428571,59.406555,0,0,0,55.402875,51.7489038571429,24.8214285714286,25.5714285714286,,,,,,44
2023-10-29,202344,0.0,0,0,0,0.0,0.0,0,1,521460620234419747,2024-01-25,0.0,0.0,46730.0,22.5714285714286,76.8299397142857,0,0,0,74.9081557142857,72.986375,22.8571428571429,23.1428571428571,,,,,,44
2023-10-22,202343,0.0,0,0,0,0.0,0.0,0,1,521460620234319747,2024-01-25,0.0,0.0,46730.0,23.625,70.64784975,0,0,0,68.864556875,66.845518,23.84375,24.125,,,,,,44
2023-10-15,202342,0.0,0,0,0,0.0,0.0,0,1,521460620234219747,2024-01-25,0.0,0.0,46730.0,25.0,50.4539024285714,0,0,0,47.6675038571429,44.5824724285714,25.6071428571429,26.2857142857143,,,,,,44
2023-10-08,202341,0.0,0,0,0,0.0,0.0,0,1,521460620234119747,2024-01-25,0.0,0.0,46730.0,24.1428571428571,68.0289928571429,0,0,0,65.4778638571429,63.2150002857143,24.5357142857143,24.8571428571429,,,,,,44
